Car_type,Kms_driven,No_of_owners,Car_name,Car_model,Model_Year,Car_price,Fuel_type,Insurance_type,Transmission,Engine,Max_power,Color,Seating_capacity,Mileage
Hatchback,78978,2,Maruti,Maruti Wagon R,2010,260000,Petrol,Third Party insurance,Manual,998,67.05,Red,5,21.79
SUV,100000,2,Toyota,Toyota Fortuner,2012,1475000,Diesel,Comprehensive,Manual,2982,168.5,White,7,13.0
SUV,96000,2,Mercedes-Benz,Mercedes-Benz M-Class,2014,1975000,Diesel,Third Party insurance,Automatic,2143,203.2,Brown,5,15.26
SUV,69000,1,Skoda,Skoda Kodiaq,2018,2800000,Diesel,Comprehensive,Automatic,1968,148.0,Blue,7,16.25
Hatchback,52044,1,Honda,Honda Brio,2015,450000,Petrol,Third Party insurance,Manual,1198,86.8,White,5,19.4
Sedan,37000,1,Audi,Audi A3,2019,2425000,Petrol,Third Party insurance,Automatic,1395,150.0,Blue,5,19.2
MUV,8541,1,Renault,Renault Triber,2023,840000,Petrol,Third Party insurance,Manual,999,71.01,Brown,7,20.0
Sedan,30000,2,Skoda,Skoda Rapid,2019,710000,Petrol,Comprehensive,Automatic,1598,103.2,Maroon,5,14.84
Hatchback,44768,1,Maruti,Maruti Celerio X,2018,459000,Petrol,Comprehensive,Automatic,998,67.0,Red,5,21.63
SUV,27062,1,Ford,Ford Ecosport,2020,769000,Petrol,Comprehensive,Manual,1496,120.69,White,5,15.9
Sedan,46973,1,Hyundai,Hyundai Verna,2018,900000,Petrol,Third Party insurance,Manual,1591,121.3,White,5,17.0
Sedan,22239,1,Volkswagen,Volkswagen Virtus,2022,1277000,Petrol,Third Party,Manual,999,113.98,White,5,19.4
SUV,16455,1,Tata,Tata Nexon,2021,969000,Petrol,Comprehensive,Manual,1199,118.36,Silver,5,17.57
Sedan,20000,1,BMW,BMW 5 Series,2021,6000000,Diesel,Comprehensive,Automatic,1995,187.74,Black,5,20.37
Hatchback,5107,1,Tata,Tata Altroz,2022,942000,Petrol,Comprehensive,Automatic,1199,86.83,Silver,5,18.5
Hatchback,34000,1,Hyundai,Hyundai Grand i10 Nios,2022,690000,Petrol,Third Party insurance,Manual,1197,81.86,Red,5,20.7
SUV,88923,1,Jeep,Jeep Compass,2018,1256000,Petrol,Comprehensive,Automatic,1368,160.0,Red,5,16.0
Hatchback,94581,2,Maruti,Maruti Wagon R,2013,288000,Petrol,Third Party insurance,Manual,998,67.1,White,5,18.9
SUV,71000,1,Land Rover,Land Rover Discovery,2017,3600000,Diesel,Comprehensive,Automatic,2993,255.0,Grey,7,18.0
Hatchback,30924,1,Hyundai,Hyundai i20,2021,950000,Petrol,Third Party insurance,Manual,998,118.36,White,5,20.0
Hatchback,58747,2,Maruti,Maruti Alto K10,2011,222000,Petrol,Third Party insurance,Manual,998,67.1,Orange,5,20.92
Hatchback,63697,1,Maruti,Maruti Alto,2012,235000,Petrol,Third Party insurance,Manual,796,46.3,Red,5,19.7
SUV,53000,1,Honda,Honda WR-V,2017,890000,Diesel,Third Party insurance,Manual,1498,98.6,Silver,5,25.5
SUV,43000,1,Ford,Ford Ecosport,2016,660000,Diesel,Comprehensive,Manual,1498,98.96,Blue,5,21.7
Sedan,21000,1,Toyota,Toyota Camry,2020,3900000,Petrol,Comprehensive,Automatic,2487,214.5,Silver,5,19.16
Sedan,108513,2,Honda,Honda Amaze,2013,380000,Diesel,Comprehensive,Manual,1498,98.6,Black,5,25.8
Sedan,91000,1,Skoda,Skoda Rapid,2015,675000,Diesel,Comprehensive,Automatic,1498,103.52,White,5,21.66
Sedan,37000,1,Lexus,Lexus ES,2018,5000000,Petrol,Comprehensive,Automatic,2487,214.56,White,5,22.37
SUV,71721,1,Honda,Honda WR-V,2021,971000,Diesel,Comprehensive,Manual,1498,97.89,Brown,5,23.7
Hatchback,39276,1,Renault,Renault KWID,2019,352000,Petrol,Third Party,Manual,999,67.0,Others,5,23.01
Sedan,35000,1,Jaguar,Jaguar XF,2014,2300000,Diesel,Comprehensive,Automatic,1999,177.0,Black,5,19.33
SUV,85616,1,Maruti,Maruti Vitara Brezza,2019,866000,Diesel,Zero Dep,Automatic,1248,88.5,Silver,5,24.3
Sedan,56380,1,Toyota,Toyota Etios,2016,508000,Petrol,Third Party insurance,Manual,1496,88.73,Others,5,16.78
Hatchback,83000,3,Hyundai,Hyundai i20,2009,260000,Petrol,Comprehensive,Manual,1197,78.90559999999999,Black,5,18.5
SUV,66211,1,Maruti,Maruti Vitara Brezza,2016,796000,Diesel,Comprehensive,Manual,1248,88.5,White,5,24.3
Sedan,37000,1,Audi,Audi A3,2019,2480000,Petrol,Third Party insurance,Automatic,1395,150.0,Blue,5,19.2
Hatchback,60662,1,Hyundai,Hyundai Grand i10,2016,434000,Petrol,Comprehensive,Manual,1197,82.0,Others,5,18.9
SUV,24140,1,Tata,Tata Punch,2021,782000,Petrol,Comprehensive,Automatic,1199,86.63,White,5,18.8
Sedan,56000,1,Audi,Audi A6,2015,2089999,Petrol,Third Party insurance,Automatic,1798,187.74,White,5,15.26
SUV,47000,1,Audi,Audi Q3,2017,2480000,Petrol,Third Party insurance,Automatic,1395,147.51,Silver,5,16.9
SUV,54700,1,Audi,Audi Q3,2016,1989999,Diesel,Third Party insurance,Automatic,1968,174.33,White,5,15.73
Hatchback,27000,1,Hyundai,Hyundai i20,2021,1090000,Petrol,Third Party insurance,Automatic,998,118.41,Grey,5,20.28
Hatchback,63000,2,Chevrolet,Chevrolet Beat,2013,350000,Diesel,Third Party insurance,Manual,936,57.6,White,5,25.44
SUV,65000,1,BMW,BMW X1,2019,3375000,Diesel,Comprehensive,Automatic,1995,190.0,Blue,5,20.68
Sedan,81000,4,Audi,Audi A6,2013,994999,Diesel,Third Party insurance,Automatic,2967,241.38,Grey,5,14.57
SUV,94000,2,Mercedes-Benz,Mercedes-Benz GL-Class,2014,2480000,Diesel,Third Party insurance,Automatic,2987,254.8,Black,7,11.3
MUV,11000,1,Kia,Kia Carens,2022,1950000,Petrol,Comprehensive,Automatic,1353,138.05,Black,7,16.5
Sedan,12901,1,Volkswagen,Volkswagen Virtus,2022,1621000,Petrol,Comprehensive,Automatic,999,113.98,White,5,18.12
Hatchback,29708,1,Datsun,Datsun GO,2019,471000,Petrol,Third Party insurance,Automatic,1198,76.43,Red,5,19.59
SUV,22186,1,MG,MG Astor,2021,1689999,Petrol,Third Party insurance,Automatic,1498,108.49,Silver,5,14.85
MUV,71413,1,Datsun,Datsun GO Plus,2019,396000,Petrol,Comprehensive,Manual,1198,67.05,Others,7,19.02
Hatchback,50046,3,Hyundai,Hyundai i20,2011,301000,Petrol,Third Party insurance,Manual,1197,78.90559999999999,Silver,5,17.0
SUV,57600,1,Kia,Kia Seltos,2019,1490000,Petrol,Third Party insurance,Automatic,1353,138.0,White,5,16.2
Hatchback,46116,2,Datsun,Datsun GO,2019,393000,Petrol,Comprehensive,Manual,1198,67.0,Others,5,19.83
SUV,11700,1,Audi,Audi Q2,2020,2680000,Petrol,Third Party insurance,Automatic,1984,187.74,White,5,19.83
SUV,24602,1,Tata,Tata New Safari,2021,1891000,Diesel,Third Party,Automatic,1956,167.67,Blue,6,14.08
Hatchback,81454,1,Volkswagen,Volkswagen Polo,2018,555000,Petrol,Third Party insurance,Manual,999,75.0,Red,5,18.78
Sedan,6000,1,BMW,BMW 3 Series,2022,6000000,Petrol,Comprehensive,Automatic,1998,254.79,White,5,16.13
SUV,37655,1,Ford,Ford Ecosport,2019,990000,Petrol,Third Party insurance,Automatic,1497,121.36,Blue,5,14.8
Sedan,73000,2,Audi,Audi A4,2013,1390000,Diesel,Comprehensive,Automatic,1968,174.33,Black,5,17.11
Sedan,15100,1,Volkswagen,Volkswagen Vento,2017,850000,Petrol,Third Party insurance,Manual,1598,103.5,BEIGE,5,16.09
SUV,70000,2,Audi,Audi Q3,2016,2425000,Diesel,Comprehensive,Automatic,1968,181.0,Silver,5,15.17
SUV,75000,2,Audi,Audi Q3,2016,2350000,Diesel,Comprehensive,Automatic,1968,181.0,White,5,15.17
SUV,15000,0,Audi,Audi Q3,2022,4400000,Petrol,Third Party insurance,Automatic,1984,187.74,Blue,5,15.17
SUV,23700,1,Kia,Kia Sonet,2020,1050000,Petrol,Third Party insurance,Manual,998,118.36,Grey,5,18.2
SUV,7087,0,Renault,Renault Kiger,2022,972000,Petrol,Third Party insurance,Manual,999,98.63,Silver,5,20.5
Hatchback,40000,1,Hyundai,Hyundai Grand i10 Nios,2020,725000,Petrol,Comprehensive,Manual,1197,81.86,Black,5,20.7
Hatchback,58155,2,Renault,Renault KWID,2016,316000,Petrol,Third Party insurance,Manual,799,53.3,Silver,5,25.17
SUV,30015,3,Ford,Ford Ecosport,2020,860000,Petrol,Third Party,Automatic,1497,121.36,White,5,14.8
Sedan,5239,1,Hyundai,Hyundai Aura,2022,890000,Petrol,Third Party insurance,Automatic,1197,81.86,Red,5,20.1
Hatchback,62606,2,Hyundai,Hyundai i10,2011,250999,Petrol,Third Party insurance,Manual,1197,78.9,Silver,5,20.36
Hatchback,65287,1,Tata,Tata Tiago,2017,433000,Petrol,Third Party,Manual,1199,84.0,Silver,5,23.84
Sedan,12000,2,Audi,Audi A3,2019,3200000,Diesel,Comprehensive,Automatic,1968,143.0,Grey,5,20.38
Sedan,50267,1,Maruti,Maruti Ciaz,2018,715000,Diesel,Comprehensive,Automatic,1248,88.5,Silver,5,28.09
Hatchback,87277,1,Maruti,Maruti Alto K10,2015,345000,Petrol,Third Party insurance,Automatic,998,67.05,Silver,5,23.95
SUV,11323,1,Maruti,Maruti SX4 S Cross,2021,855000,Petrol,Third Party insurance,Manual,1462,103.25,White,5,18.55
Hatchback,90487,1,Maruti,Maruti Celerio,2016,365000,Petrol,Comprehensive,Automatic,998,65.71,Others,5,26.0
Hatchback,55405,1,Maruti,Maruti Zen Estilo,2010,220000,Petrol,Third Party insurance,Manual,998,67.1,Golden,5,19.0
Sedan,15000,1,BMW,BMW 3 Series Gran Limousine,2022,6075000,Diesel,Comprehensive,Automatic,1995,187.4,White,5,19.62
SUV,31450,1,Mahindra,Mahindra TUV 300,2017,890000,Diesel,Third Party insurance,Manual,1493,100.0,Red,7,18.49
SUV,90000,1,Audi,Audi Q3,2013,1350000,Diesel,Comprehensive,Automatic,1968,174.33,White,5,15.73
Sedan,36000,2,Mercedes-Benz,Mercedes-Benz C-Class,2012,1220000,Petrol,Comprehensive,Automatic,1991,181.04,White,5,14.74
SUV,40000,2,Audi,Audi Q3,2017,2400000,Diesel,Comprehensive,Automatic,1968,174.33,Silver,5,15.73
SUV,95000,1,Honda,Honda CR-V,2017,1650000,Petrol,Comprehensive,Automatic,1997,153.86,Red,5,13.7
Hatchback,107280,2,Hyundai,Hyundai i20,2010,275000,Petrol,Not Available,Manual,1197,78.90559999999999,Black,5,18.5
SUV,45700,1,Nissan,Nissan Kicks,2019,1050000,Diesel,Third Party insurance,Manual,1461,108.5,Blue,5,20.45
Hatchback,74686,1,Fiat,Fiat Punto,2013,295000,Diesel,Third Party insurance,Manual,1248,75.0,Red,5,20.3
Hatchback,119004,1,Maruti,Maruti Celerio,2018,461000,Petrol,Comprehensive,Manual,998,65.71,Red,5,25.24
SUV,117079,1,Hyundai,Hyundai Venue,2019,719000,Diesel,Comprehensive,Manual,1396,88.76,Others,5,23.7
Hatchback,35000,1,Honda,Honda Jazz,2017,550000,Petrol,Comprehensive,Manual,1199,88.7,Grey,5,18.7
Hatchback,76730,1,Hyundai,Hyundai Santro Xing,2012,287000,Petrol,Comprehensive,Manual,1086,62.1,Red,5,17.92
SUV,21123,1,Hyundai,Hyundai Venue,2022,1035000,Petrol,Third Party insurance,Manual,998,118.35,White,5,18.0
Sedan,98000,1,Toyota,Toyota Corolla Altis,2014,875000,Petrol,Comprehensive,Automatic,1798,138.03,White,5,14.28
Hatchback,69684,1,Tata,Tata Tiago,2018,445000,Petrol,Third Party insurance,Manual,1199,84.0,Red,5,23.84
SUV,16600,1,Renault,Renault Duster,2020,1190000,Petrol,Third Party insurance,Automatic,1330,153.866,White,5,16.42
Sedan,90403,2,Volkswagen,Volkswagen Vento,2016,540000,Petrol,Third Party insurance,Manual,1598,103.2,Silver,5,16.09
Hatchback,81009,3,Volkswagen,Volkswagen Polo,2016,584000,Diesel,Comprehensive,Manual,1498,88.0,White,5,20.14
SUV,16500,1,Volkswagen,Volkswagen Taigun,2021,1770000,Petrol,Comprehensive,Manual,1498,147.51,Yellow,5,17.88
Hatchback,84741,2,Tata,Tata Tiago,2017,430000,Diesel,Third Party insurance,Manual,1047,69.0,Red,5,27.28
SUV,51122,1,Mahindra,Mahindra TUV 300 Plus,2018,990000,Diesel,Third Party insurance,Manual,2179,120.0,Silver,9,18.49
Sedan,60000,2,Mercedes-Benz,Mercedes-Benz E-Class,2016,2650000,Diesel,Comprehensive,Automatic,2143,204.0,Silver,5,13.0
Hatchback,96094,4,Ford,Ford Figo,2010,120000,Diesel,Third Party insurance,Manual,1399,68.05,Green,5,20.0
Hatchback,42891,1,Maruti,Maruti Swift,2018,620000,Petrol,Third Party insurance,Automatic,1197,81.8,Blue,5,22.0
SUV,59100,1,Renault,Renault Duster,2018,890000,Diesel,Third Party insurance,Manual,1461,83.8,Orange,5,19.87
SUV,55913,1,Tata,Tata Nexon,2018,801000,Petrol,Not Available,Automatic,1198,108.5,White,5,17.0
SUV,65000,1,Volkswagen,Volkswagen Tiguan,2017,2050000,Diesel,Comprehensive,Automatic,1968,141.0,Grey,5,16.65
Sedan,60000,1,BMW,BMW 3 Series GT,2019,3575000,Diesel,Comprehensive,Automatic,1995,188.0,White,5,21.76
